Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SalePrice
755,20,RL,61.0,7930,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,2005,Gable,0.0,TA,TA,CBlock,TA,TA,No,GLQ,439,LwQ,472,115,1026,GasA,Gd,Y,SBrkr,1026,0,0,1026,1,0,1,0,3,1,Gd,5,Typ,0,,Detchd,1969.0,RFn,2,440,156000
756,160,FV,34.0,3230,Pave,Reg,Lvl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,894.0,TA,TA,PConc,Gd,TA,No,GLQ,381,Unf,0,348,729,GasA,Gd,Y,SBrkr,742,729,0,1471,0,0,2,1,3,1,TA,6,Typ,0,,Detchd,1999.0,Unf,2,440,172500
757,60,RL,68.0,10769,Pave,IR1,Lvl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,846,866,GasA,Ex,Y,SBrkr,866,902,0,1768,0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,2007.0,RFn,2,578,212000
758,60,RL,,11616,Pave,IR1,Lvl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,328.0,TA,TA,CBlock,TA,TA,Mn,Rec,438,Unf,0,234,672,GasA,TA,Y,SBrkr,672,714,0,1386,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2,440,158900
759,160,FV,24.0,2280,Pave,Reg,Lvl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,360.0,TA,TA,PConc,Gd,TA,No,ALQ,549,Unf,0,195,744,GasA,Gd,Y,SBrkr,757,744,0,1501,0,0,2,1,3,1,TA,6,Typ,0,,Detchd,1999.0,Unf,2,440,179400
760,60,RL,65.0,12257,Pave,IR1,Lvl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,513.0,Gd,TA,PConc,Gd,TA,Av,LwQ,56,ALQ,64,1198,1318,GasA,Ex,Y,SBrkr,1328,1203,0,2531,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1995.0,RFn,3,752,290000
761,20,RL,70.0,9100,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,0.0,TA,TA,CBlock,TA,TA,No,Rec,612,Unf,0,252,864,GasA,Ex,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,TA,5,Typ,0,,Detchd,2008.0,Unf,1,300,127500
762,30,RM,60.0,6911,Pave,Reg,Lvl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,405,Unf,0,740,1145,GasA,TA,Y,SBrkr,1301,0,0,1301,0,0,1,0,2,1,Fa,5,Min1,0,,Detchd,1965.0,Unf,2,440,100000
763,60,FV,72.0,8640,Pave,Reg,Lvl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,24,Unf,0,732,756,GasA,Ex,Y,SBrkr,764,783,0,1547,0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,2009.0,Unf,2,614,215200
764,60,RL,82.0,9430,Pave,Reg,Lvl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,673.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1163,Unf,0,89,1252,GasA,Ex,Y,SBrkr,1268,1097,0,2365,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,1999.0,RFn,3,856,337000
765,120,RL,30.0,9549,Pave,IR1,Lvl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437,GLQ,1057,0,1494,GasA,Ex,Y,SBrkr,1494,0,0,1494,1,0,1,1,2,1,Ex,6,Typ,1,Gd,Attchd,1995.0,Fin,2,481,270000
766,20,RL,75.0,14587,Pave,IR1,Lvl,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,284.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1498,1498,GasA,Ex,Y,SBrkr,1506,0,0,1506,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2008.0,Fin,2,592,264132
767,60,RL,80.0,10421,Pave,Reg,Lvl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,42.0,TA,TA,CBlock,Gd,TA,No,GLQ,394,Unf,0,586,980,GasA,TA,Y,SBrkr,980,734,0,1714,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1988.0,Unf,2,496,196500
768,50,RL,75.0,12508,Pave,IR1,Lvl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,660,Unf,0,323,983,GasA,Ex,Y,SBrkr,983,767,0,1750,1,0,2,0,4,1,TA,7,Mod,0,,Attchd,1989.0,Unf,1,423,160000
769,20,RL,70.0,9100,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1836,1860,GasA,Ex,Y,SBrkr,1836,0,0,1836,0,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,2,484,216837
770,60,RL,47.0,53504,Pave,IR2,HLS,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,603.0,Ex,TA,PConc,Gd,TA,Gd,ALQ,1416,Unf,0,234,1650,GasA,Ex,Y,SBrkr,1690,1589,0,3279,1,0,3,1,4,1,Ex,12,Mod,1,Gd,BuiltIn,2003.0,Fin,3,841,538000
771,85,RL,,7252,Pave,IR1,Lvl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,685,Unf,0,173,858,GasA,TA,Y,SBrkr,858,0,0,858,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1983.0,Unf,2,576,134900
772,20,RL,67.0,8877,Pave,Reg,Lvl,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,0.0,TA,TA,CBlock,Fa,Fa,No,LwQ,836,Unf,0,0,836,GasA,TA,Y,FuseF,1220,0,0,1220,0,0,1,0,2,1,TA,6,Typ,0,,Detchd,1951.0,Unf,2,396,102000
773,80,RL,94.0,7819,Pave,Reg,Lvl,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,422,BLQ,127,480,1029,GasA,TA,Y,SBrkr,1117,0,0,1117,1,0,1,0,3,1,TA,6,Typ,1,TA,Detchd,1976.0,Unf,2,672,107000
774,20,RL,70.0,10150,Pave,Reg,Lvl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,1.0,TA,TA,CBlock,TA,TA,No,Rec,456,Unf,0,456,912,GasA,Ex,Y,FuseA,912,0,0,912,0,0,1,0,2,1,TA,5,Typ,0,,Attchd,1958.0,RFn,1,275,114500
775,20,RL,110.0,14226,Pave,Reg,Lvl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1935,1935,GasA,Gd,Y,SBrkr,1973,0,0,1973,0,0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2006.0,Fin,3,895,395000
776,120,RM,32.0,4500,Pave,Reg,Lvl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,320.0,TA,TA,PConc,Ex,TA,No,GLQ,866,Unf,0,338,1204,GasA,Ex,Y,SBrkr,1204,0,0,1204,1,0,2,0,2,1,TA,5,Typ,0,,Attchd,1998.0,Fin,2,412,162000
777,20,RL,86.0,11210,Pave,IR1,Lvl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,1594,1614,GasA,Ex,Y,SBrkr,1614,0,0,1614,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2005.0,RFn,3,865,221500
778,20,RL,100.0,13350,Pave,IR1,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,0.0,TA,TA,CBlock,TA,TA,No,ALQ,762,Unf,0,102,864,GasA,TA,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,1974.0,Unf,2,440,142500
779,90,RH,60.0,8400,Pave,Reg,Lvl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,1977,Gable,320.0,TA,TA,Slab,,,,,0,,0,0,0,GasA,TA,Y,SBrkr,2020,0,0,2020,0,0,2,0,4,2,TA,10,Typ,2,TA,Detchd,1977.0,Unf,2,630,144000
780,90,RL,78.0,10530,Pave,Reg,Lvl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,90.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,975,Unf,0,0,975,GasA,TA,Y,SBrkr,1004,0,0,1004,1,0,1,0,2,1,TA,4,Typ,0,,Attchd,1977.0,Unf,2,504,135000
781,20,RL,63.0,7875,Pave,Reg,Lvl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995,1996,Gable,38.0,TA,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1237,1237,GasA,Gd,Y,SBrkr,1253,0,0,1253,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1995.0,Fin,2,402,176000
782,60,RL,65.0,7153,Pave,Reg,Lvl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,0.0,Gd,Gd,PConc,Gd,TA,No,ALQ,387,Unf,0,374,761,GasA,Ex,Y,SBrkr,810,793,0,1603,0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,1992.0,RFn,2,484,175900
783,20,RL,67.0,16285,Pave,IR2,Lvl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1413,1413,GasA,Ex,Y,SBrkr,1430,0,0,1430,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2001.0,RFn,2,605,187100
784,85,RL,,9101,Pave,IR1,Lvl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,104.0,TA,Gd,PConc,Gd,TA,Av,GLQ,1097,Unf,0,0,1097,GasA,Ex,Y,SBrkr,1110,0,0,1110,1,0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,1978.0,Fin,2,602,165500
785,75,RM,35.0,6300,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,742,742,GasA,Ex,Y,SBrkr,742,742,0,1484,0,0,2,0,3,1,TA,9,Typ,1,Gd,,,,0,0,128000
786,20,RL,,9790,Pave,Reg,Lvl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,0.0,TA,TA,CBlock,TA,TA,No,Rec,251,LwQ,630,491,1372,GasA,TA,Y,SBrkr,1342,0,0,1342,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1967.0,Unf,2,457,161500
787,50,RM,60.0,10800,Pave,Reg,Lvl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,0.0,TA,Gd,PConc,Fa,TA,No,LwQ,686,Unf,0,0,686,GasA,TA,Y,SBrkr,966,686,0,1652,1,0,2,0,4,1,TA,7,Typ,0,,Detchd,1961.0,Unf,1,416,139000
788,60,RL,76.0,10142,Pave,IR1,Lvl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,656,Unf,0,300,956,GasA,Ex,Y,SBrkr,956,1128,0,2084,1,0,2,1,4,1,Gd,8,Typ,0,,BuiltIn,2004.0,RFn,2,618,233000
789,20,RM,50.0,6000,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,901,901,GasA,Ex,Y,SBrkr,901,0,0,901,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1954.0,Unf,1,281,107900
790,60,RL,,12205,Pave,IR1,Low,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2007,Gable,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,568,Unf,0,264,832,GasA,Gd,Y,SBrkr,976,1111,0,2087,0,0,2,1,5,1,Gd,9,Typ,0,,Attchd,1966.0,Fin,2,444,187500
791,120,RL,43.0,3182,Pave,Reg,Lvl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,11.0,Gd,TA,PConc,Gd,TA,No,GLQ,16,Unf,0,1129,1145,GasA,Ex,Y,SBrkr,1145,0,0,1145,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2005.0,Fin,2,397,160200
792,80,RL,,11333,Pave,IR1,Lvl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,539,Unf,0,490,1029,GasA,TA,Y,SBrkr,1062,0,0,1062,1,0,1,0,3,1,TA,5,Typ,2,TA,Attchd,1976.0,RFn,2,539,146800
793,60,RL,92.0,9920,Pave,IR1,Lvl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,862,Unf,0,255,1117,GasA,Ex,Y,SBrkr,1127,886,0,2013,1,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1997.0,Unf,2,455,269790
794,20,RL,76.0,9158,Pave,Reg,Lvl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,140.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1496,1496,GasA,Ex,Y,SBrkr,1496,0,0,1496,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2007.0,Fin,2,474,225000
795,60,RL,,10832,Pave,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1994,1996,Gable,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,712,712,GasA,Ex,Y,SBrkr,1086,809,0,1895,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1994.0,Fin,2,409,194500
796,60,RL,70.0,8400,Pave,Reg,Lvl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,130.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,650,650,GasA,TA,Y,SBrkr,888,676,0,1564,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1980.0,Unf,2,476,171000
797,20,RL,71.0,8197,Pave,Reg,Lvl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,148.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,660,660,GasA,Ex,Y,SBrkr,1285,0,0,1285,0,0,1,1,3,1,TA,7,Typ,1,TA,Attchd,1977.0,RFn,2,528,143500
798,20,RL,57.0,7677,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,0.0,TA,TA,CBlock,TA,TA,No,BLQ,570,Unf,0,203,773,GasA,Gd,Y,SBrkr,773,0,0,773,0,0,1,0,2,1,TA,4,Typ,0,,Attchd,1953.0,Unf,1,240,110000
799,60,RL,104.0,13518,Pave,Reg,Lvl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,860.0,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1926,1926,GasA,Ex,Y,SBrkr,1966,1174,0,3140,0,0,3,1,4,1,Ex,11,Typ,2,Gd,BuiltIn,2009.0,Fin,3,820,485000
800,50,RL,60.0,7200,Pave,Reg,Lvl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,252.0,TA,TA,BrkTil,Gd,TA,No,ALQ,569,Unf,0,162,731,GasA,Ex,Y,SBrkr,981,787,0,1768,1,0,1,1,3,1,Gd,7,Typ,2,TA,Detchd,1939.0,Unf,1,240,175000
801,60,RL,79.0,12798,Pave,IR1,HLS,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1997,1997,Gable,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,462,Unf,0,154,616,GasA,Gd,Y,SBrkr,616,1072,0,1688,1,0,2,1,4,1,Gd,8,Typ,0,,Attchd,1997.0,RFn,2,603,200000
802,30,RM,40.0,4800,Pave,Reg,Lvl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1916,1990,Gable,0.0,TA,TA,CBlock,TA,TA,No,LwQ,197,Unf,0,999,1196,GasA,Ex,Y,FuseA,1196,0,0,1196,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1957.0,Unf,2,440,109900
803,60,RL,63.0,8199,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,648,Unf,0,80,728,GasA,Ex,Y,SBrkr,728,728,0,1456,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2,410,189000
804,60,RL,107.0,13891,Pave,Reg,Lvl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,424.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1734,1734,GasA,Ex,Y,SBrkr,1734,1088,0,2822,0,0,3,1,4,1,Ex,12,Typ,1,Gd,BuiltIn,2009.0,RFn,3,1020,582933
805,20,RL,75.0,9000,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,0.0,TA,TA,CBlock,TA,TA,No,LwQ,812,Unf,0,124,936,GasA,TA,Y,SBrkr,1128,0,0,1128,0,0,1,0,2,1,TA,5,Min1,0,,Attchd,1954.0,Unf,1,286,118000
806,20,RL,91.0,12274,Pave,IR1,Lvl,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,256.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1417,1417,GasA,Ex,Y,SBrkr,1428,0,0,1428,0,0,2,0,3,1,Ex,6,Typ,0,,Attchd,2008.0,RFn,2,554,227680
807,80,RL,75.0,9750,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Gable,0.0,TA,TA,PConc,TA,TA,Av,ALQ,400,Rec,480,100,980,GasA,Gd,Y,SBrkr,980,0,0,980,0,0,2,0,3,1,TA,6,Typ,0,,Attchd,1967.0,Fin,1,384,135500
808,70,RL,144.0,21384,Pave,Reg,Lvl,BrkSide,Norm,Norm,1Fam,2Story,5,6,1923,2004,Gable,0.0,TA,TA,CBlock,TA,TA,Gd,GLQ,1309,Unf,0,15,1324,GasA,Ex,Y,SBrkr,1072,504,0,1576,2,0,1,1,3,1,Gd,6,Typ,1,TA,Attchd,1923.0,RFn,2,528,223500
809,80,RL,85.0,13400,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1966,1966,Gable,1047.0,TA,TA,CBlock,TA,TA,Av,ALQ,516,BLQ,128,380,1024,GasA,TA,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1966.0,RFn,2,484,159950
810,75,RM,90.0,8100,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,1898,1965,Hip,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,849,849,GasA,TA,N,FuseA,1075,1063,0,2138,0,0,2,0,2,3,TA,11,Typ,0,,Detchd,1910.0,Unf,2,360,106000
811,20,RL,78.0,10140,Pave,Reg,Lvl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1999,Hip,99.0,TA,TA,CBlock,TA,TA,No,ALQ,663,LwQ,377,0,1040,GasA,Fa,Y,SBrkr,1309,0,0,1309,1,0,1,1,3,1,Gd,5,Typ,1,Fa,Attchd,1974.0,RFn,2,484,181000
812,120,RM,,4438,Pave,Reg,Lvl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,169.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,662,Unf,0,186,848,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,4,Typ,1,Gd,Attchd,2004.0,Fin,2,420,144500
813,20,C (all),66.0,8712,Grvl,Reg,Bnk,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952,1952,Hip,0.0,Fa,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,540,540,GasA,TA,N,FuseA,1044,0,0,1044,0,0,1,0,2,1,Fa,4,Typ,0,,Basment,1952.0,Unf,2,504,55993
814,20,RL,75.0,9750,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Gable,243.0,TA,TA,CBlock,TA,TA,No,Rec,608,Unf,0,834,1442,GasA,Gd,Y,SBrkr,1442,0,0,1442,0,0,1,1,4,1,TA,7,Typ,0,,Attchd,1958.0,RFn,1,301,157900
815,50,RL,45.0,8248,Pave,Reg,Lvl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,686,686,GasW,Gd,Y,SBrkr,686,564,0,1250,0,1,1,1,3,1,Fa,7,Typ,0,,Detchd,1955.0,Unf,1,280,116000
816,20,RL,48.0,12137,Pave,IR2,Lvl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,442.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1649,1649,GasA,Ex,Y,SBrkr,1661,0,0,1661,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,1998.0,RFn,2,598,224900
817,20,RL,,11425,Pave,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,0.0,TA,TA,CBlock,TA,TA,No,BLQ,486,Unf,0,522,1008,GasA,Gd,Y,SBrkr,1008,0,0,1008,0,0,1,0,2,1,TA,4,Typ,1,Gd,Attchd,1954.0,RFn,1,275,137000
818,20,RL,,13265,Pave,IR1,Lvl,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,148.0,Gd,TA,PConc,Gd,TA,No,GLQ,1218,Unf,0,350,1568,GasA,Ex,Y,SBrkr,1689,0,0,1689,1,0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,2002.0,RFn,3,857,271000
819,80,RL,80.0,8816,Pave,Reg,Lvl,ClearCr,Norm,Norm,1Fam,SLvl,6,7,1971,1971,Gable,80.0,TA,TA,CBlock,TA,TA,Av,GLQ,504,Unf,0,506,1010,GasA,Gd,Y,SBrkr,1052,0,0,1052,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1971.0,Unf,2,440,155000
820,120,RL,44.0,6371,Pave,IR1,Lvl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2009,2010,Gable,128.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,733,Unf,0,625,1358,GasA,Ex,Y,SBrkr,1358,0,0,1358,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2010.0,RFn,2,484,224000
821,60,RL,72.0,7226,Pave,IR1,Lvl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,798,798,GasA,Ex,Y,SBrkr,798,842,0,1640,0,0,2,1,3,1,Gd,6,Typ,0,,Attchd,2003.0,RFn,2,595,183000
822,20,RM,60.0,6000,Pave,Reg,Bnk,OldTown,Norm,Norm,2fmCon,1Story,4,4,1953,1953,Gable,0.0,Fa,TA,CBlock,Fa,TA,No,Unf,0,Unf,0,936,936,GasA,TA,N,SBrkr,936,0,0,936,0,0,1,0,2,1,TA,4,Min2,0,,Detchd,1974.0,Unf,2,576,93000
823,60,RL,,12394,Pave,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,847,847,GasA,Ex,Y,SBrkr,847,886,0,1733,0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2003.0,Fin,2,433,225000
824,50,RL,60.0,9900,Pave,Reg,Lvl,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,778,778,GasA,TA,Y,SBrkr,944,545,0,1489,0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1940.0,Unf,1,240,139500
825,20,FV,81.0,11216,Pave,Reg,Lvl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1489,1489,GasA,Ex,Y,SBrkr,1489,0,0,1489,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,2,776,232600
826,20,RL,114.0,14803,Pave,Reg,Lvl,NridgHt,PosN,PosN,1Fam,1Story,10,5,2007,2008,Hip,816.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1636,Unf,0,442,2078,GasA,Ex,Y,SBrkr,2084,0,0,2084,1,0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,2007.0,Fin,3,1220,385000
827,45,RM,50.0,6130,Pave,Reg,Lvl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,784,Unf,0,0,784,GasA,Gd,Y,SBrkr,784,0,0,784,1,0,1,0,2,1,Gd,5,Typ,0,,,,,0,0,109500
828,20,RL,65.0,8529,Pave,IR1,Lvl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,20,Unf,0,1434,1454,GasA,Ex,Y,SBrkr,1434,0,0,1434,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,2,527,189000
829,60,RL,,28698,Pave,IR2,Low,ClearCr,Norm,Norm,1Fam,2Story,5,5,1967,1967,Flat,0.0,TA,TA,PConc,TA,Gd,Gd,LwQ,249,ALQ,764,0,1013,GasA,TA,Y,SBrkr,1160,966,0,2126,0,1,2,1,3,1,TA,7,Min2,0,,Attchd,1967.0,Fin,2,538,185000
830,160,FV,24.0,2544,Pave,Reg,Lvl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,600,600,GasA,Ex,Y,SBrkr,520,623,80,1223,0,0,2,1,2,1,Gd,4,Typ,0,,Detchd,2005.0,RFn,2,480,147400
